time;LIDL BEŽIGRAD;ŠMARTINSKI PARK;SAVSKO NASELJE 1-ŠMARTINSKA CESTA;ČRNUČE;VILHARJEVA CESTA;MASARYKOVA DDC;POGAČARJEV TRG-TRŽNICA;CANKARJEVA UL.-NAMA;ANTONOV TRG;PRUŠNIKOVA;TEHNOLOŠKI PARK;KOSEŠKI BAJER;TIVOLI;TRŽNICA MOSTE;GRUDNOVO NABREŽJE-KARLOVŠKA C.;LIDL-LITIJSKA CESTA;ŠPORTNI CENTER STOŽICE;ŠPICA;ROŠKA - STRELIŠKA;BAVARSKI DVOR;STARA CERKEV;SITULA;ILIRSKA ULICA;LIDL - RUDNIK;KOPALIŠČE KOLEZIJA;POVŠETOVA - KAJUHOVA;DUNAJSKA C.-PS MERCATOR;CITYPARK;KOPRSKA ULICA;LIDL - VOJKOVA CESTA;POLJANSKA-POTOČNIKOVA;POVŠETOVA-GRABLOVIČEVA;PARK NAVJE-ŽELEZNA CESTA;ZALOG;CESTA NA ROŽNIK;HOFER-KAJUHOVA;DUNAJSKA C.-PS PETROL;STUDENEC;PARKIRIŠČE NUK 2-FF;BRATOVŠEVA PLOŠČAD;KONGRESNI TRG-ŠUBIČEVA ULICA;BS4-STOŽICE;GERBIČEVA - ŠPORTNI PARK SVOBODA;ŽIVALSKI VRT;VOKA - SLOVENČEVA;BTC CITY/DVORANA A;TRNOVO;P+R BARJE;ROŽNA DOLINA-ŠKRABČEVA UL.;KINO ŠIŠKA;BRODARJEV TRG;ZALOŠKA C.-GRABLOVIČEVA C.;DOLENJSKA C. - STRELIŠČE;ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA;SOSESKA NOVO BRDO;TRŽNICA KOSEZE;ALEJA - CELOVŠKA CESTA;MERCATOR CENTER ŠIŠKA;GH ŠENTPETER-NJEGOŠEVA C.;HOFER - POLJE;VIŠKO POLJE;BONIFACIJA;P + R DOLGI MOST;DRAVLJE;POLJE;SUPERNOVA LJUBLJANA - RUDNIK;SREDNJA FRIZERSKA ŠOLA;TRG OF-KOLODVORSKA UL.;TRG MDB;TRŽAŠKA C.-ILIRIJA;PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE;MERCATOR MARKET - CELOVŠKA C. 163;SAVSKO NASELJE 2-LINHARTOVA CESTA;BREG;BTC CITY ATLANTIS;IKEA;MIKLOŠIČEV PARK;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;LEK - VEROVŠKOVA;AMBROŽEV TRG;VOJKOVA - GASILSKA BRIGADA;RAKOVNIK;PREGLOV TRG;PLEČNIKOV STADION
2022-10-22-05-50;0;9;6;20;0;0;0;0;19;15;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;6;7;0;20;0;18;0;19;0;20;19;1;17;10;13;14;3;14;12;14;3;19;12;10;9;15;3;13;11;14;12;9;20;4;0;0;0;12;0;7;15;1;8;8;0;11;7;0;5;18;20;5
2022-10-22-05-55;0;9;5;20;0;0;0;0;19;15;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;6;7;0;20;0;18;0;19;0;20;19;1;17;11;13;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;0;0;12;1;7;15;1;8;8;0;11;7;0;5;18;20;5
2022-10-22-06-00;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;6;7;0;20;0;18;0;19;0;20;19;1;17;11;13;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;1;0;12;1;7;15;1;8;8;0;10;7;0;5;18;20;5
2022-10-22-06-05;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;7;7;0;20;0;18;0;19;0;20;19;1;17;11;13;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;1;1;12;1;7;15;1;8;8;0;10;7;0;5;18;20;5
2022-10-22-06-10;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;7;7;1;20;0;18;0;19;0;20;19;1;17;11;13;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;1;1;12;1;7;15;1;8;8;0;10;7;0;5;18;20;5
2022-10-22-06-15;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;6;7;7;7;1;20;0;18;0;19;0;20;19;1;17;11;13;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;1;1;12;1;6;15;0;8;8;0;10;7;0;5;18;19;5
2022-10-22-06-20;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;4;0;8;5;17;18;3;5;20;5;7;7;7;1;20;0;18;0;19;0;20;19;1;17;11;12;14;3;15;12;14;3;19;12;10;9;15;2;13;11;14;12;9;20;4;0;1;2;12;1;6;15;0;8;8;0;10;7;0;5;18;19;5
2022-10-22-06-25;0;9;5;20;0;0;0;0;19;14;7;11;0;20;0;15;20;15;4;2;0;3;0;8;5;17;18;3;5;20;5;7;7;7;1;19;0;18;0;19;0;20;19;1;17;11;12;15;3;15;12;14;3;19;12;10;9;15;3;13;11;13;12;9;20;4;0;1;2;12;1;6;15;0;8;8;0;10;7;0;5;18;19;5
2022-10-22-06-30;0;9;5;20;0;0;1;0;18;14;7;11;0;20;0;15;20;15;4;2;0;3;0;8;5;17;18;3;5;20;5;7;7;7;1;19;0;18;0;19;0;20;19;1;17;11;12;15;3;14;12;14;3;19;12;10;9;15;3;13;11;13;12;9;20;4;0;1;2;12;1;6;14;0;8;8;0;10;7;0;5;18;19;4
2022-10-22-06-35;0;9;6;20;0;0;1;0;18;14;7;11;0;20;0;15;20;15;4;2;0;3;0;8;5;17;18;3;5;20;5;7;6;7;1;19;0;18;0;19;0;20;19;1;17;11;12;15;3;14;12;14;3;19;12;10;9;15;4;13;11;13;12;9;20;4;0;0;2;12;1;6;14;0;8;9;0;10;7;0;5;18;19;4
2022-10-22-06-40;0;9;5;20;1;0;1;0;18;14;7;11;0;20;0;15;20;15;3;2;0;3;0;8;5;17;18;3;5;20;5;7;6;7;1;19;0;18;0;18;0;20;17;1;17;11;12;15;3;14;12;14;3;19;12;10;9;15;3;13;11;13;13;9;20;4;0;1;2;12;1;6;14;0;8;9;0;10;7;0;5;18;19;4
2022-10-22-06-45;0;9;5;20;1;0;1;0;18;14;7;11;0;20;0;15;20;15;3;2;0;3;0;8;5;17;18;3;5;20;5;7;6;7;1;19;0;18;0;18;0;20;17;1;17;11;12;15;3;14;11;14;3;19;12;10;10;15;3;13;10;13;13;8;20;4;0;1;2;12;1;7;14;0;8;10;0;10;7;0;5;18;19;4
2022-10-22-06-50;0;9;5;20;1;0;1;0;18;14;7;11;0;18;0;15;20;14;3;2;0;3;0;8;5;17;18;3;5;20;5;7;6;7;1;19;0;18;0;18;0;20;17;1;17;11;12;15;3;14;11;14;3;18;11;10;10;15;3;13;10;13;14;8;20;4;0;1;2;11;2;7;14;0;8;10;1;10;7;0;5;18;19;4
2022-10-22-06-55;1;9;5;20;1;0;1;0;18;14;7;11;0;18;0;15;20;14;3;2;0;3;0;8;5;17;18;3;5;20;5;7;5;7;1;19;0;18;0;18;0;20;17;1;17;11;12;15;3;14;11;14;3;18;11;10;10;15;3;13;10;13;14;8;20;4;0;1;2;11;2;7;14;1;8;10;1;10;7;0;5;18;19;4
2022-10-22-07-00;1;9;5;20;1;0;1;0;18;14;7;12;0;18;0;16;20;14;3;2;0;3;0;8;5;17;18;4;5;20;5;7;4;7;1;19;0;18;0;18;0;20;17;1;17;11;12;15;3;14;10;14;3;18;11;10;10;15;4;13;10;13;14;8;20;4;0;1;2;11;2;7;14;1;8;11;1;10;7;0;6;18;19;4
2022-10-22-07-05;1;9;5;20;1;0;1;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;0;8;5;17;18;4;5;20;6;7;4;7;1;19;0;18;0;18;0;20;17;2;16;11;12;15;3;13;10;14;3;18;11;10;10;15;4;13;10;13;14;8;20;4;0;1;2;11;3;7;14;1;8;11;1;10;7;0;6;18;19;4
2022-10-22-07-10;1;9;5;20;1;0;1;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;0;8;5;17;18;4;5;20;6;8;5;7;1;19;1;18;0;18;0;20;17;2;16;11;12;15;3;13;10;14;3;18;11;10;10;15;4;13;10;13;14;8;20;4;0;1;2;11;5;7;14;0;8;11;1;10;7;0;6;18;19;4
2022-10-22-07-15;1;9;5;20;0;0;1;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;0;8;5;16;18;4;5;20;6;8;5;7;1;19;1;18;0;18;0;20;17;2;16;11;12;15;1;13;10;14;3;18;11;10;10;15;4;13;10;13;13;8;20;4;0;1;2;11;4;7;14;0;7;11;1;10;7;0;6;18;19;4
2022-10-22-07-20;1;9;5;20;0;0;2;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;0;8;5;16;17;4;5;20;6;8;5;7;1;19;1;18;0;18;0;20;17;2;16;11;12;15;1;12;10;14;3;18;11;10;10;15;4;13;10;13;13;8;20;4;0;3;2;11;4;6;14;0;7;11;1;10;7;0;6;18;19;4
2022-10-22-07-25;1;8;5;20;0;0;2;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;1;8;5;16;17;4;5;20;6;8;5;7;1;19;1;18;0;18;0;20;17;2;16;11;11;15;1;12;10;14;3;18;11;10;10;16;4;13;10;12;13;8;20;4;0;2;2;10;4;6;14;0;8;11;1;10;7;0;6;18;19;4
2022-10-22-07-30;1;8;5;20;0;0;2;0;18;14;7;12;0;18;0;16;20;14;3;1;0;3;1;8;5;15;17;4;5;20;6;8;5;7;1;19;1;18;0;18;0;20;16;2;16;11;11;15;1;12;10;14;3;18;11;10;10;16;4;13;10;12;13;8;20;4;0;3;2;10;4;6;14;0;8;11;2;9;7;0;6;18;19;4
2022-10-22-07-35;1;8;5;20;0;0;1;0;18;14;7;12;0;18;0;16;20;14;3;2;0;3;1;8;5;15;17;4;5;20;5;8;5;7;1;20;1;18;1;18;0;20;16;2;16;11;11;14;1;12;10;14;3;18;11;10;10;16;5;13;10;12;13;8;20;3;0;4;2;9;4;7;14;0;8;11;2;9;7;0;6;18;19;4
2022-10-22-07-40;1;8;5;20;0;0;1;0;18;14;7;12;1;18;0;16;20;14;3;2;0;3;1;8;5;15;17;4;5;20;5;8;4;7;1;20;1;18;1;18;0;20;16;2;16;11;11;14;0;11;10;14;3;18;11;10;10;16;5;13;10;12;13;8;20;3;0;5;2;9;4;7;14;0;8;11;2;9;7;0;6;18;19;4
2022-10-22-07-45;1;8;5;20;0;0;1;0;18;14;7;12;2;18;0;16;20;14;3;2;0;3;1;8;5;15;17;4;5;20;5;8;4;7;1;20;1;18;2;18;0;20;16;2;17;11;11;14;0;11;10;14;3;18;11;10;10;16;5;13;9;11;13;8;20;3;0;7;2;9;3;6;14;0;8;11;2;9;7;0;6;18;19;4
2022-10-22-07-50;1;8;5;20;0;0;2;0;19;14;7;13;1;17;0;16;20;14;3;2;1;3;1;8;5;15;17;4;5;20;5;8;3;7;0;20;2;18;2;17;0;20;16;2;17;11;10;14;0;10;10;14;3;18;11;10;10;16;5;13;9;11;13;8;20;3;0;8;2;9;3;5;14;0;8;11;1;9;7;0;6;18;19;4
2022-10-22-07-55;2;7;5;20;0;0;2;0;19;14;7;13;1;17;0;16;20;14;3;3;1;3;0;8;5;15;16;5;5;20;4;8;3;7;0;20;2;18;3;17;0;20;16;2;17;11;10;14;0;10;10;14;3;17;10;10;10;16;4;13;9;11;13;7;20;3;0;8;3;9;4;5;14;0;8;11;2;9;7;0;6;17;19;5
2022-10-22-08-00;2;7;5;20;0;0;2;0;19;14;7;13;2;17;0;16;20;14;3;5;1;4;0;8;5;15;16;5;5;19;3;8;3;7;0;18;2;18;3;17;0;20;15;2;17;11;10;14;0;10;11;14;4;17;10;10;10;16;4;13;9;11;13;7;20;3;0;9;3;8;4;6;13;0;8;11;2;9;7;0;6;17;19;5
2022-10-22-08-05;2;7;5;20;0;0;3;0;19;14;7;13;1;17;0;16;20;14;3;5;0;4;0;8;5;15;16;5;5;19;3;8;3;7;0;19;2;17;3;17;0;20;15;2;17;11;10;14;0;10;11;13;4;17;10;10;10;16;4;13;8;11;13;7;20;4;0;10;3;8;5;6;13;0;8;11;2;9;7;0;5;17;19;5
2022-10-22-08-10;2;7;5;20;0;0;3;0;19;14;7;11;1;16;0;16;19;14;3;4;0;4;0;8;5;15;16;5;5;19;3;8;3;7;0;19;2;17;3;17;0;20;15;2;17;11;10;14;0;10;11;13;4;17;10;10;10;16;4;13;8;12;14;7;20;4;0;10;3;8;5;6;11;0;8;11;2;9;7;0;5;18;19;5
2022-10-22-08-15;1;7;5;20;1;0;2;0;19;14;7;11;1;16;1;16;19;14;3;3;0;4;0;8;5;15;15;5;5;18;3;8;3;7;0;19;2;17;3;16;0;20;15;2;17;11;10;14;0;9;11;13;4;17;10;10;10;16;4;13;8;12;14;7;20;4;0;12;3;7;5;6;10;0;8;11;2;9;7;0;3;18;19;5
2022-10-22-08-20;2;7;5;20;0;1;1;0;19;14;7;11;1;16;1;17;20;14;3;3;0;4;0;8;4;15;15;5;5;20;2;8;4;7;0;19;2;17;3;15;0;20;15;2;17;11;9;14;0;8;11;12;4;17;10;10;10;16;3;13;8;12;14;7;20;4;0;11;2;7;6;6;10;0;8;12;2;9;7;0;3;18;19;5
2022-10-22-08-25;2;7;5;20;1;1;2;0;19;14;7;11;1;16;2;17;20;13;3;4;0;4;0;8;3;15;16;5;5;19;2;8;5;7;0;19;2;17;4;15;0;20;15;2;16;11;8;14;1;8;11;12;4;17;10;9;10;16;3;13;8;12;14;7;20;4;0;11;1;6;7;6;10;0;8;12;2;8;7;1;3;18;19;4
2022-10-22-08-30;2;7;5;20;1;1;2;0;19;14;7;11;1;16;2;17;20;13;3;4;0;3;0;8;3;15;17;5;5;18;2;8;5;7;0;19;2;17;4;15;0;20;15;2;15;11;8;15;1;6;11;12;4;17;10;9;10;16;3;13;8;13;14;7;20;4;0;12;1;6;7;6;10;0;8;12;2;8;7;1;3;17;19;4
2022-10-22-08-35;2;7;5;20;1;1;5;0;19;14;7;11;1;16;3;17;20;13;3;3;0;3;0;8;3;15;17;5;5;18;2;8;5;7;0;19;2;17;5;16;0;20;14;2;15;11;8;15;2;6;11;12;4;17;10;9;10;16;4;13;8;13;14;8;20;4;0;12;1;6;8;6;10;0;8;12;2;6;7;1;3;17;19;4
2022-10-22-08-40;2;7;5;20;1;1;5;0;19;14;7;11;1;16;5;17;19;13;3;3;0;3;0;8;3;15;17;5;5;19;2;8;5;7;0;19;2;17;4;16;0;20;14;2;15;11;8;15;2;7;11;11;4;17;9;9;10;16;4;13;8;14;14;8;20;4;0;12;2;6;10;6;10;0;10;12;2;6;7;2;3;17;19;2
2022-10-22-08-45;2;7;5;20;0;1;4;0;19;14;7;12;1;15;5;17;19;13;3;4;0;2;0;8;3;15;17;5;5;19;2;8;6;7;0;19;2;17;5;16;0;20;14;2;14;11;8;15;2;7;11;11;4;17;9;9;10;16;2;13;8;14;14;8;20;4;0;12;4;5;10;6;9;0;10;13;2;6;7;1;3;16;19;2
2022-10-22-08-50;2;7;5;20;0;1;5;0;18;14;7;12;0;15;5;17;19;13;3;3;0;2;0;8;3;15;15;5;5;19;2;8;5;6;0;19;2;17;5;16;0;20;13;2;14;11;8;15;2;7;11;11;4;17;9;9;10;16;2;13;8;14;14;8;20;4;1;12;5;5;8;6;9;0;10;13;2;5;7;1;2;15;19;2
2022-10-22-08-55;2;7;5;20;0;1;7;0;18;14;7;12;0;15;4;17;20;14;3;3;0;2;0;8;3;15;15;5;5;20;2;8;5;6;0;19;2;17;6;16;0;20;13;2;14;13;7;15;1;7;11;11;4;17;9;8;10;16;2;13;8;14;14;8;20;4;1;15;5;5;9;5;9;0;10;13;2;5;7;1;2;13;19;2
2022-10-22-09-00;1;7;5;20;0;1;7;0;18;14;7;12;0;15;4;17;20;14;4;3;0;2;0;8;3;15;15;5;5;20;2;8;4;6;0;19;2;17;6;16;0;20;13;2;14;13;7;15;0;7;10;11;4;17;9;8;10;16;1;13;8;14;14;8;20;4;1;15;6;5;10;5;9;1;10;13;2;5;7;1;2;13;19;3
2022-10-22-09-05;2;6;5;20;0;1;7;0;18;14;7;12;0;15;4;17;20;14;4;2;0;2;0;9;3;15;16;5;5;20;2;8;3;6;0;19;2;17;7;16;0;20;13;2;14;13;7;15;0;6;10;10;4;17;9;8;9;15;0;13;8;14;14;8;20;4;1;16;4;5;12;4;8;1;10;13;2;5;7;1;2;13;19;3
2022-10-22-09-10;2;6;5;20;0;1;8;0;18;14;7;12;1;14;4;17;20;14;4;2;0;2;0;9;3;15;16;5;5;20;2;8;3;6;0;19;2;17;6;16;0;20;13;2;14;13;7;15;0;5;9;9;4;17;9;8;10;15;0;13;8;14;15;7;20;4;1;15;4;5;15;4;8;2;10;13;1;5;7;1;3;13;19;2
2022-10-22-09-15;2;6;5;20;2;1;8;0;18;14;8;12;1;12;4;17;20;14;4;3;0;3;0;9;3;15;16;5;5;20;2;7;3;6;0;19;2;17;7;16;0;20;13;2;14;13;7;15;0;5;9;9;4;17;9;8;10;15;0;13;8;14;15;7;20;4;2;17;4;5;17;3;7;2;10;13;0;2;7;1;3;13;19;2
2022-10-22-09-20;1;6;5;20;3;1;8;0;18;14;8;12;1;12;3;17;20;14;4;3;0;2;0;9;2;15;16;5;5;20;2;7;2;6;0;18;2;17;7;15;0;20;13;2;14;13;7;15;0;4;8;9;4;17;9;8;9;15;1;13;8;14;15;7;20;4;2;17;4;5;18;2;8;2;10;13;0;1;7;1;3;13;19;1
2022-10-22-09-25;1;6;5;20;3;1;10;0;18;14;8;12;3;12;4;17;20;14;4;3;0;3;0;9;2;15;16;6;5;20;1;6;2;6;0;18;3;17;6;15;0;20;13;2;14;13;7;15;0;4;8;9;4;16;9;8;9;15;1;13;8;14;16;7;20;4;2;20;4;4;19;2;9;2;10;13;0;1;7;1;2;13;19;1
2022-10-22-09-30;1;6;5;20;2;1;10;0;18;14;8;12;5;11;5;18;19;14;4;3;1;2;0;9;2;15;16;7;5;20;1;6;2;6;0;18;3;17;6;15;0;20;12;2;14;13;7;15;0;4;8;10;4;16;9;8;9;16;1;13;8;13;16;7;20;4;2;20;4;4;18;2;8;2;10;14;0;1;7;1;2;13;19;1
2022-10-22-09-35;0;6;4;20;2;1;9;0;18;14;8;12;4;11;5;18;19;14;3;3;0;1;1;10;2;13;15;7;5;20;0;5;2;6;0;18;3;17;6;15;0;20;12;2;14;14;7;16;0;4;8;9;4;16;9;8;9;16;1;13;8;13;16;7;20;5;2;21;4;4;17;2;9;4;10;14;0;0;7;1;2;13;19;1
2022-10-22-09-40;0;6;4;20;2;0;8;0;18;14;8;12;3;10;5;18;19;14;3;3;0;2;1;10;2;13;15;7;5;20;0;5;1;6;0;18;3;17;9;15;0;20;12;2;14;14;7;16;0;3;8;9;4;16;9;8;9;16;1;13;8;13;16;6;20;4;2;19;4;3;20;2;9;4;10;14;0;0;7;1;3;13;19;1
2022-10-22-09-45;0;6;4;20;2;1;12;0;18;14;8;12;2;9;5;18;19;14;2;3;0;0;0;10;2;13;15;6;5;19;0;4;1;6;0;18;3;18;11;15;0;20;11;2;14;14;4;16;0;2;8;9;4;16;9;9;9;16;1;13;8;13;16;6;20;4;2;19;2;3;20;1;9;4;10;14;1;0;7;3;3;13;18;1
2022-10-22-09-55;0;6;5;20;1;1;14;0;18;14;8;12;3;8;5;18;19;15;2;3;0;0;0;9;2;13;13;7;5;18;0;0;1;6;0;18;0;18;12;14;0;20;12;2;14;15;4;17;0;4;7;9;4;16;9;8;8;16;1;13;8;13;16;5;20;4;2;20;3;2;20;1;7;5;10;14;1;0;7;;3;13;18;2
2022-10-22-10-00;1;6;5;20;2;2;16;0;19;14;8;12;4;8;5;19;19;15;2;2;0;0;0;9;2;13;14;7;5;17;1;0;1;6;0;18;0;18;12;14;0;20;12;2;14;17;3;17;1;2;7;9;4;16;9;8;8;16;1;13;8;13;16;5;20;4;2;20;3;2;20;1;7;5;10;13;0;0;7;2;2;15;18;3
2022-10-22-10-05;0;6;5;20;1;3;18;0;19;14;9;12;4;8;5;19;19;16;2;2;0;0;1;9;2;13;13;7;5;16;1;1;0;6;0;19;0;18;12;14;0;20;12;2;14;17;3;17;1;2;7;9;4;15;8;8;7;16;0;13;7;13;16;5;20;4;2;20;3;2;20;1;1;4;10;13;0;0;7;1;2;15;18;3
2022-10-22-10-10;0;6;5;20;1;2;18;0;20;14;9;12;6;7;6;19;19;16;2;2;0;0;1;9;3;13;13;7;5;16;1;1;0;6;0;19;0;18;12;14;0;20;12;3;14;17;2;17;1;0;7;9;4;15;8;8;7;17;0;13;7;14;16;5;20;4;2;21;3;1;20;1;0;4;10;13;0;1;7;1;1;15;18;3
2022-10-22-10-15;0;6;5;20;2;3;17;0;20;14;9;12;6;7;4;19;19;17;2;3;0;1;2;9;3;13;12;7;5;17;2;1;0;6;0;19;0;18;13;14;0;20;12;3;14;17;2;17;1;0;7;9;4;15;8;8;7;17;0;13;7;14;17;5;19;4;2;22;2;1;20;1;0;8;10;13;2;1;7;2;2;15;18;3
2022-10-22-10-20;0;6;3;20;2;3;18;0;20;13;9;12;5;7;4;19;18;17;2;3;0;1;2;9;4;13;12;8;5;19;2;1;1;6;0;19;0;18;13;14;0;19;12;3;14;18;2;17;1;0;6;8;4;15;8;9;7;17;0;13;7;16;16;5;19;4;2;22;2;0;20;1;0;8;10;13;3;0;7;2;1;15;17;3
2022-10-22-10-25;0;5;3;20;1;3;18;0;20;13;9;12;11;6;4;19;18;17;2;4;0;1;3;9;4;13;12;8;5;18;2;2;0;6;0;19;0;18;13;13;0;19;11;3;14;18;3;17;1;1;6;8;4;15;8;9;7;18;0;13;6;16;16;5;19;4;2;23;2;0;20;0;1;8;10;13;3;0;7;2;1;15;17;3
2022-10-22-10-30;0;5;3;20;1;2;18;0;20;13;9;12;11;6;4;19;18;17;2;3;0;1;4;9;4;13;12;8;5;18;2;2;0;6;0;19;0;18;13;13;0;19;11;3;14;18;3;17;1;2;6;8;4;14;8;9;6;18;0;10;6;16;16;5;19;4;2;22;2;0;20;0;1;8;10;13;3;1;7;2;0;15;17;3
2022-10-22-10-35;1;5;3;20;1;3;18;0;20;13;9;12;11;7;4;19;17;17;2;3;0;0;4;9;4;13;12;8;5;16;1;2;0;6;0;19;0;18;13;12;0;19;11;3;14;18;3;17;1;2;6;8;2;14;8;9;6;18;0;10;6;16;16;5;13;4;3;21;2;0;20;0;1;7;10;13;3;1;7;2;0;16;17;3
2022-10-22-10-40;1;5;4;20;0;3;17;0;20;12;9;12;10;7;4;19;17;17;2;2;0;0;4;9;4;13;11;8;5;16;1;2;0;6;0;20;0;18;14;12;0;19;11;3;15;18;3;17;1;1;6;9;2;14;8;9;6;18;0;10;6;16;16;5;10;4;3;22;2;0;20;0;1;9;10;13;4;1;7;1;0;17;17;3
2022-10-22-10-45;1;5;4;20;0;3;18;0;20;12;9;12;10;6;4;19;17;17;1;2;0;1;5;9;4;13;11;9;5;16;1;2;0;6;0;19;0;10;14;12;0;19;11;3;15;18;3;17;0;0;5;9;2;14;8;9;6;18;0;10;6;16;16;5;10;4;3;20;2;0;20;0;1;10;10;13;5;0;7;0;0;16;18;3
2022-10-22-10-50;2;4;4;20;0;4;18;0;19;12;9;12;10;6;4;19;17;18;1;2;0;2;6;9;4;13;10;11;5;16;0;2;1;6;0;19;0;10;14;12;0;19;11;2;15;18;3;17;0;0;5;9;2;14;8;9;6;18;1;10;6;15;16;5;10;4;3;21;1;1;20;0;1;9;10;13;5;0;7;0;0;16;13;3
2022-10-22-10-55;2;3;3;20;1;4;18;0;19;12;9;12;10;6;4;19;18;18;1;3;0;2;6;9;3;13;9;11;5;16;0;2;0;6;0;19;0;10;13;12;0;20;10;2;15;18;2;17;0;0;5;8;2;14;8;9;6;19;1;10;7;15;16;5;10;4;3;20;1;2;20;0;1;9;10;13;5;0;7;0;0;16;13;3
2022-10-22-11-00;3;3;2;20;1;4;18;0;19;12;9;12;10;6;4;19;18;18;1;3;0;3;6;9;3;13;10;11;5;16;0;2;1;6;0;19;0;10;13;12;0;20;10;2;15;18;2;17;0;0;5;8;2;14;8;9;6;19;1;10;7;15;16;5;10;4;3;21;1;2;19;0;1;12;10;13;5;0;7;0;0;16;14;3
2022-10-22-11-05;4;3;2;20;3;4;18;0;19;12;9;12;10;6;5;19;18;17;1;4;0;2;6;9;3;13;10;11;5;16;0;3;1;6;0;19;0;10;14;12;0;20;10;2;15;18;3;17;0;1;5;8;2;14;8;9;6;19;1;10;7;15;16;5;10;4;3;21;1;2;20;0;1;13;10;13;7;0;7;0;0;16;14;3
2022-10-22-11-10;3;3;2;20;3;4;18;0;19;12;9;12;10;6;5;19;18;18;1;5;0;2;6;9;3;13;8;11;5;16;0;3;1;6;0;19;0;10;15;12;0;20;10;2;15;18;3;17;0;1;5;8;2;14;8;9;7;19;1;10;6;15;16;5;10;4;3;20;1;3;20;0;1;14;10;13;7;0;7;1;0;16;14;3
2022-10-22-11-15;2;3;2;20;3;4;18;0;18;13;9;12;10;6;5;19;18;18;1;3;0;2;6;9;3;13;8;11;5;16;0;3;1;6;0;19;0;10;15;12;0;20;10;2;15;18;3;17;1;1;5;8;1;14;9;9;7;18;2;10;6;15;16;5;10;4;3;20;1;3;19;0;1;12;10;13;7;0;7;1;0;16;14;3
2022-10-22-11-20;3;3;2;20;3;4;18;0;18;13;9;12;10;6;5;19;18;18;1;4;0;2;8;9;3;13;8;11;5;16;0;3;1;6;0;19;0;10;15;12;0;20;10;2;15;18;2;17;1;2;5;7;1;14;9;9;6;18;2;10;6;15;16;4;10;4;3;20;1;3;19;0;1;12;10;13;7;0;7;3;0;16;14;3
2022-10-22-11-25;2;3;1;20;3;4;18;0;18;13;9;12;10;7;5;19;18;18;1;5;0;2;8;9;3;13;7;11;5;14;0;3;1;6;0;19;5;10;14;12;0;20;10;2;15;18;2;18;1;1;3;7;1;14;9;8;6;18;2;10;5;15;16;4;10;4;3;20;1;3;17;0;1;11;10;11;9;0;7;4;0;16;14;2
2022-10-22-11-30;2;3;1;20;3;3;18;0;18;12;9;12;10;7;5;19;18;18;1;5;0;2;7;9;3;13;5;10;5;14;0;3;0;6;0;19;11;10;14;12;0;19;10;2;15;18;2;18;1;1;3;6;1;13;9;8;6;18;2;10;5;15;16;4;10;3;3;22;1;3;17;0;1;13;10;11;9;1;7;5;0;16;14;3
2022-10-22-11-35;0;3;2;20;3;3;18;0;18;12;9;12;7;7;5;19;18;18;1;7;0;2;6;9;3;13;5;10;5;16;0;3;0;6;0;19;11;10;14;12;0;18;9;2;15;18;2;18;1;1;3;6;1;13;9;8;7;19;2;10;5;15;16;4;10;4;3;22;1;3;18;0;1;12;10;11;9;1;7;5;0;16;13;8
2022-10-22-11-40;0;4;2;20;3;3;18;0;18;12;9;12;9;7;5;19;18;18;1;5;1;2;6;10;3;13;5;9;5;16;0;1;0;6;0;20;11;11;15;13;0;18;9;2;15;18;2;18;0;1;3;6;0;13;9;8;7;19;2;10;5;15;16;3;10;4;3;22;1;3;18;0;1;9;11;11;8;1;7;6;10;16;13;8
